X,Y,Gush,Helka,Shem atar rashi,mispar siduri,ktuvet,Anaf peilut mezahamet,Peelut mezahemet,Matzav Minhali,Sug tipul,Status gas karka,Drisha lemigun mivnim,Moed thilat tipul,Moed sium tipul,Taarich idkun
205661,747490,11578,"61,62",תחנת דלק הדגן פז,2115,"רח' האיצטדיון 9 , קרית חיים",,תחנת תדלוק,לקראת שיקום,חקירה וסילוק,נבדק ולא נמצא זיהום,טרם נבדק,2011,2014,2021
218611,626467,30987,14,פז גילה,3118,הרב אונטרמן 3,,תחנת תדלוק,"שוקם, ללא NFA",SVE,הוכח זיהום,לא,2009,2014,2021
198150,748425,10817,"40,39",תחנת דלק עוז - בת גלים פז,2128,"דרך יפו 196 , חיפה",,תחנת תדלוק,בסקירה,חפירה וסילוק,------,טרם נבדק,2009,2013,2021
219838,632347,אין,אין,פז בר-כוכבא,3115,שד בן צבי יצחק ,,תחנת תדלוק,"שוקם, ללא NFA",חקירה וסילוק,------,------,,2013,2021
221236,629992,30188,14,פז בקעה,3114,דרך בית לחם 11,,תחנת תדלוק,"שוקם, ללא NFA",לא נדרש,הוכח זיהום,לא,2014,2014,2021
198635,629275,"5214, 5203"," 1,3",פז בית שמש,3112,"א.ת. צפוני דרום מערבית לכביש 38 (ליד מגרש כדורגל), בית שמש",,תחנת תדלוק,יצא מכתב NFA ללא שיקום,חפירה וסילוק,------,------,,2014,2021
218197,632573,30261,131,פז גבעת שאול,3117,בית הדפוס 2,,תחנת תדלוק,"שוקם, ללא NFA",לא נדרש,------,------,,2014,2021
221062,629131,30114,93,פז אלנבי,3110,דרך חברון 99,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,לא,2020,2014,2021
195322,385271,40114,7,"פז אילת, אסא",1035,דרך הערבה פינת שד' התמרים-ע''י שדה התעופה,,תחנת תדלוק,בשיקום,טרם נבדק,הוכח זיהום,לא,02/12/2021,2014,2021
180343,571866,38008,3,פז באר שבע מרכז,1041,דרך חברון 1,,תחנת תדלוק,בשיקום,חקירה וסילוק,הוכח זיהום,טרם נבדק,,2015,2021
188034,648356,4374,4,"ספירנט מוטורוס בע""מ",145098,שד הרצל 140,,תחנת תדלוק,חקירה,חפירה וסילוק,נבדק ולא נמצא זיהום,לא,2009,2014,2021
200965,631545,29633,3,סונול צומת שמשון,3155,צומת שמשון,,תחנת תדלוק,בשיקום,טרם נבדק,הוכח זיהום,טרם נבדק,2013,2013,2021
230660,737127,17518,34,תחנת דלק- סונול ריינה,5071,"בצומת משהד, בין כביש מס' 79 לבין כביש 754",,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,לא,2011,2013,2021
226643,723293,16673,83,תחנת דלק- סונול מפגש העמק,5023,"רחוב הבנים, עפולה",,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,נבדק ולא נמצא זיהום,טרם נבדק,2012,2013,2021
176947,626583,301,12,סונול קסטינה,1111,"כביש 50, צומת גדרה-ב''ש, צומת קסטינה",,תחנת תדלוק,חקירה,חקירה וסילוק,------,------,,2013,2021
193185,675310,7614,42,כ.ס מזרח -סונול פקר,4109,ויצמן 201,,תחנת תדלוק,בשיקום,לא נדרש,------,------,,2013,2021
181590,646656,3695,127,סונול קרית (פארק) המדע - רחובות,151638,המדע 3,,תחנת תדלוק,לקראת שיקום,טרם נבדק,------,------,,2017,2021
191562,696170,8358,31,"דור אנרגיה אחזקות (2004) בע""מ",238473,משמר השרון,,תחנת תדלוק,בשיקום,טרם נבדק,נבדק ולא נמצא זיהום,טרם נבדק,2013,2013,2021
196605,717639,11707,13,דור אלון אור זכרון,323824,זכרון יעקב,,תחנת תדלוק,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,2013,2020,2021
230722,759194,19160,4,תחנת דלק- פז כרמיאל,5138,"כביש כניסה מזרחי, כרמיאל",,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,הוכח זיהום,------,,2018,2014
253449,789777,13162,51,תחנת דלק- פז קרית שמונה,5201,"רחוב תל חי 22, בקריית שמונה (כביש 90)",,תחנת תדלוק,שוקם ויצא מכתב NFA,חפירה וסילוק,הוכח זיהום,------,2011,2014,2014
181444,665162,6128,"568, 134","תרע""ד 4,6 ר""ג",7386,"תרע""ד 4,6 ר""ג",,אחר,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,2014,17.11.2020
209150,754700,10413,4,תחנת דלק- סונול מפגש נעמן,5114,"דרך עכו- חיפה, מזרחית לכפר מסריק",,תחנת תדלוק,חקירה,חפירה וסילוק,הוכח זיהום,טרם נבדק,2009,2019,2021
206896,749785,10444,2414,"תחנת דלק קרית ים, סונול",2144,"שד' ירושלים 50, קרית ים",,תחנת תדלוק,חקירה,חפירה וסילוק,הוכח זיהום,לא,2010,2020,2021
224150,745691,16876,12,תחנת דלק- סונול יפיע,5093,יפיע,,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,טרם נבדק,2014,2014,2021
233503,768717,19476,84,תחנת דלק- סונול חורפיש,5174,"כביש מס' 89, בכניסה לאזור התעשייה",,תחנת תדלוק,לקראת שיקום,-,הוכח זיהום,------,,2018,2021
171696,614216,2917,120,סונול נהורה,1052,חבל לכיש-בכניסה למושב נהורה,,תחנת תדלוק,שוקם ויצא מכתב NFA,-,הוכח זיהום,לא,2013,2018,2021
189073,649017,4341,23," 
סונול ינה בע""מ",172987,רמלה,,תחנת תדלוק,בשיקום,-,הוכח זיהום,לא,2012,2020,2021
221001,741540,17657,8,תחנת דלק- סונול ביר אל מכסור (13),5077,"כביש 79 , שפרעם צומת המוביל",,תחנת תדלוק,חקירה,-,הוכח זיהום,------,2009,2018,2021
159300,620285,1932,69,סונול אפרידר אשקלון,1109,אפרידר,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,כן,2009,2017,2021
194265,719490,10195,64,"תחנת דלק  אור זכרון, סונול",2174,"רח' נילי, זכרון יעקב",,תחנת תדלוק,"נסתיימה סקירה, אין כרגע צורך בשיקום, ללא מכתב NFA",-,הוכח זיהום,טרם נבדק,2013,2018,2021
220421,629525,30198,"20,21",דלק מפגש אורנים,3075,"גנרל קניג פייר 2, ירושלים",,תחנת תדלוק,בשיקום,-,הוכח זיהום,כן,2011,2007,2021
178023,612192,1571,59.68,דלק קרית גת,199089,דרך הדרום 5,,תחנת תדלוק,לקראת שיקום,טרם נבדק,הוכח זיהום,טרם נבדק,2014,2005,2021
266540,765778,201000,8,תחנת דלק- דלק קצרין,5162,כניסה לאזור התעשיה של קצרין בצומת כביש 9088 וכביש אזור התעשיה,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,------,2012,2008,2021
186788,687759,7945,21,"דלק, השחר, נתניה",4049,כביש נתניה תל-אביב,,תחנת תדלוק,בשיקום,-,הוכח זיהום,------,2007,2012,2021
179250,649688,3740,19,"דלק, בית חנן",4240,כ-500 מ צפונית לכניסה לבית חנן,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,כן,2013,2008,2021
215375,768881,18367,11,תחנת דלק- דלק מפגש צביקה,5175,צומת כברי כביש נהריה מעלות,,תחנת תדלוק,שוקם ויצא מכתב NFA,-,הוכח זיהום,כן,2010,2005,2021
201692,552409,,,דלק דימונה,186791,אזור התעשייה,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,------,2014,2014,2021
177053,626892,301,45,דלק קרית מלאכי,173115,פקר 1,,תחנת תדלוק,לא נדרש,חפירה וסילוק,הוכח זיהום,לא,2011,2006,2021
250533,744193,15097,25,תחנת דלק- דלק טבריה העיר (אלחדיף),5087,"רחוב אלחדיף 15, טבריה. על כביש 77",,תחנת תדלוק,"שוקם, ללא NFA",אין צורך בטיפול,הוכח זיהום,לא,2013,2006,2021
235230,561857,100146,2,דלק נווה זהר,1011,צומת נווה זוהר-סדום,,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,הוכח זיהום,טרם נבדק,2012,2005,2021
180119,531499,3907,11,דלק שדה בוקר,163156,שדה בוקר,,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,לא,01/06/2009,2004,2021
178281,660305,7070,110,דלק \ מיקה הלוחמים ,188782,הלוחמים 51,,תחנת תדלוק,"שוקם, ללא NFA",אין צורך בטיפול,הוכח זיהום,לא,03/03/2010,2007,2021
189980,705041,10580,62,"תחנת דלק מפגש אולגה, דלק",2187,"כביש מס' 2 , גבעת אולגה",,תחנת תדלוק,לקראת שיקום,חפירה וסילוק,הוכח זיהום,לא,01/07/2013,2018,2021
219939,737770,17583,"25,13",תחנת דלק- דלק בית לחם הגלילית ,5072,סמוך לכביש 22 מדרום מערב למחלף זרזיר,,תחנת תדלוק,"נסתיימה סקירה, אין צורך בשיקום, יצא מכתב NFA",אין צורך בטיפול,הוכח זיהום,כן,25/02/2014,2011,2021
199464,747818,12640,1,"תחנת דלק העצמאות, דור אלון",2239,דרך העצמאות 158,,תחנת תדלוק,חקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,2004,2021
182288,572874,,,דור אלון תפעול תחנות דלק - דרך חברון,158749,דרך חברון 11,,תחנת תדלוק,בשיקום,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2013,2011,2021
258662,736989,15204,"29, 36",דור האון,127047,האון,,תחנת תדלוק,לפני סקירה,טרם נבדק,לא נבדק ויש חשד,לא,02/14,2014,2021
255208,791714,13185,9,תחנת דלק- דור אלון גן הצפון,5204,"א.ת צפוני ק""ש",,תחנת תדלוק,"שוקם, ללא NFA",שאיבת עדשה,לא נבדק ויש חשד,טרם נבדק,2007,2012,2021
197952,638253,4320,"16,9",דור אלון לטרון,3060,"מחלף לטרון, מוזיאון השיריון",,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2010,2013,2021
204949,733046,11509,124,"תחנת דלק דלית אל כרמל, דור אלון",2219,דלית אל כרמל,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2013,2009,2021
158689,619478,1164,78,דור מבואות אשקלון,203354,אזור תעשייה צפון,,תחנת תדלוק,חקירה,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,,2011,2021
195028,714163,102024,"33, 57, 95, 96",יקבי בנימינה,7528,הנשיא 28 בנימינה גבעת עדה,,מזון,בסקירה,-,הוכח זיהום,------,יש זיהום,,04.07.2021
161248,619333,1209,93,פז אשקלון גלים,1017,"רח' צה""ל 8",,תחנת תדלוק,יצא מכתב NFA ללא שיקום,טרם נבדק,לא נבדק ויש חשד,טרם נבדק,2010,2009,2021
247158,735295,17357,4,תחנת דלק- דור אלון יבניאל,5068,כביש מס' 767 במרכז המושבה יבניאל,,תחנת תדלוק,לקראת שיקום,SVE,הוכח זיהום,------,,2012,2021
213160,775072,18326,38,תחנת דלק- אברך בצת,5192,מרכז ישוב בצת,,תחנת תדלוק,בשיקום,-,הוכח זיהום,------,2011,2014,2021
182000,657519,6789,4,תדיראן מערכות אלישרא חולון,6315,המרכבה 29,,אחר,-,לא בוצע טיפול,לא נבדק ויש חשד,לא,טרם התחיל,2012,2015
181999,657526,6806,4,סוביגל,6288,המרכבה 47,,אחר,יצא מכתב NFA ללא שיקום,טרם נבדק,הוכח זיהום,טרם נבדק,,2011,2015
178151,657983,6746,407,מתחם הופיין פינת זלמן ארן - מכבי שירותי בריאות,6284,פינת זלמן ארן - מכבי,,אחר,יצא מכתב NFA ללא שיקום,אין צורך בטיפול,הוכח זיהום,לא,01/09/2009,2012,2015
208050,756250,18041,35,"גב ים עכו
",8011,אזור תעשיה דרומי עכו,,כימית,בשיקום,טרם נבדק,הוכח זיהום,טרם נבדק,,2020,20.06.2021
189090,667810,6869,207-208,כנם מרכזים רפואיים רחוב רפאל איתן,6248,רפאל איתן  6,,אחר,יצא מכתב NFA ללא שיקום,-,הוכח זיהום,------,,2012,2015
180803,658817,6779,4,יהודה יבוא יצוא ,6247,פרופסור שור 59,,אחר,שוקם ויצא מכתב NFA,-,הוכח זיהום,------,,2011,2015
180660,658892,6779,48,ח 551 בית ספר הרצפלד,6245,דובנוב 14,,אחר,שוקם ויצא מכתב NFA,-,הוכח זיהום,------,,2018,2015
181923,658450,6780,14,"זוקו שיווק והפצה בע""מ",6243,המרכבה 12,,אחר,יצא מכתב NFA ללא שיקום,-,הוכח זיהום,------,,2013,2015
185210,665110,6190,369,משחטת עוף בני ברק,6043,כהנמן 92-94,,אחר,יצא מכתב NFA ללא שיקום,-,הוכח זיהום,------,,2008,2015
185353,665053,6189,843,קוקה קולה בב 622,6042,כהנמן 117,,אחר,יצא מכתב NFA ללא שיקום,-,הוכח זיהום,------,,2011,2015
183475,667150,6105,251,"מתחם ""לה פאבוריטה"" תכנית בב 3254",6032,"מצדה 17. מתחם המע""ר, בין רחוב ששת הימים מצפון וברוך הירש מדרום.",,אחר,יצא מכתב NFA ללא שיקום,-,הוכח זיהום,------,,2010,2015
188456,677904,7656,301,"מרים ילין שטקליס 14
",8017,מרים ילין שטקליס 14,,פסולת אחר,-,חפירה וסילוק,הוכח זיהום,לא,2012,טרם הסתיים,20.06.2021
235003,587570,,,נחל משמר,8030,מועצת מגילות צפון ים המלח,,אנרגיה,בשיקום,טרם נבדק,הוכח זיהום,טרם נבדק,,2010,21.06.2021
178098,662895,7083,128ב',"אברבנאל 6,8, תל אביב
",8035,"אברבנאל 6,8, תל אביב",,מתכת,לפני סקירה,-,הוכח זיהום,------,יש זיהום,,22.06.2021
227578,552607,,,"אירוע זיהום נחל אשלים ע""י מפעל רותם אמפרט (פריצת בריכת פוספוגבס) 2017",8036,נחל אשלים ,,כימית,לקראת שיקום,חפירה וסילוק,נבדק ולא נמצא זיהום,לא,2010,,25.09.2020
210011,771722,18206,18,"מתחם דלתא נהריה לשעבר, פרויקט אכזיב מגורים",5185,אזור התעשיה הצפוני של נהריה.,,אחר,בסקירה,-,הוכח זיהום,------,,2003,2020
229590,758953,19159,6,מתחם אורצ'ד כרמיאל (לשעבר אורצ'רד-פורמית),5136,רחוב היוצרים 15 כרמיאל,,אחר,"נסתיימה סקירה, אין צורך בשיקום, יצא מכתב NFA",-,הוכח זיהום,------,,2007,2020
209155,754161,"10413, 10416","2,8,10,11,16",מתחם מילואות מערב,5111,"ממערב לכביש 4, בינו לבין מסילת הרכבת",,אחר,בסקירה,-,הוכח זיהום,------,,2012,2020
199367,402200,,,אירוע זיהום קרקע עברונה (באר אורה) 2014,8037,באר אורה - שמורת עברונה ,,אנרגיה,בשיקום,טרם נבדק,לא נבדק ויש חשד,------,30/01/2020,,25.10.20
230742,735231,17737,28,תשלובת כיתן-  נצרת עילית,5067,"בין הרחובות פסגות, גלבוע ותבור, באזור התעשייה והמלאכה א' בנצרת עילית",,אחר,"נסתיימה סקירה, אין צורך בשיקום, יצא מכתב NFA",-,לא נבדק ויש חשד,------,01/06/2020,2013,2020
180113,663886,7107,187,"בן אבי בע""מ",8045,בן אביגדור 3 ,,כימית,לפני סקירה,חקירה וסילוק,הוכח זיהום,------,,2018,2018
182000,668650,6627,"21, 20","אוניברסיטת ת""א - בית הספר פורטר ללימודי סביבה",8054,ג'ורג' וייז פינת קלויזנר,,כימית,"שוקם, ללא NFA",חקירה וסילוק,הוכח זיהום,לא,2010,,2018
179540,663420,6950,11,מטכרום,8067,דוד חכמי 14,,מתכת,בשיקום,חפירה וסילוק,לא נבדק ויש חשד,טרם נבדק,2012,טרם הסתיים,2018
178785,660924,6988,5,תחנת מעבר פנרמה,8069,דרך בן צבי 96,,פסולת אחר,"שוקם, ללא NFA",חפירה וסילוק,------,לא,,,2018
