X,Y,Gush,Helka,Shem atar rashi,mispar siduri,ktuvet,Anaf peilut mezahamet,Peelut mezahemet,Matzav Minhali,Sug tipul,Status gas karka,Drisha lemigun mivnim,Moed thilat tipul,Moed sium tipul,Taarich idkun
182690,663000,6156,"497, 538, 610",מנהרת כורזין,7464,"תפוצות ישראל 1-13, גבעתיים",,אחר,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,21.06.2021
219800,632675,30107,168-172,"מידטאון (בי""ח שערי צדק הישן)",7450,יפו 161,,אחר,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,21.06.2021
181291,663881,6150,61,"ניר עם 11, ת""א",7509,ניר עם 11 תל אביב,,אחר,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,20.06.2021
191041,705342, 10571 ריבוי גושים,121 ריבוי חלקות,תנופורט,7461,-,,אחר,בסקירה,חפירה וסילוק,הוכח זיהום,לא,2011,,21.06.2021
187400,665800,6372,22,מתחם אמסטרדם ,7382,"מלבן הכלוא בין שכונת ווילות במערב ולבין רחוב אמסטרדם במזרח, ורחוב דגניה מצפון",,אחר,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,21.06.2021
180761,666843,6367,147,"מפעל קניאל / ביג מרכזי קניות בע""מ",7396,ז'בוטינסקי 90 ,,אחר,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,21.06.2021
210146,729815,11098,50,תחנת דלק- פז יקנעם ,5039,בסמיכות לכביש 70 ליד העיר יוקנעם.,,תחנת תדלוק,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,2010,,04.03.2021
185924,667141,6194,149,עמל 60,7426,"עמל 60 פ""ת, גוש 6194 חלקה 149",,-,"נסתיימה סקירה, אין צורך בשיקום, ללא מכתב NFA",טרם נבדק,הוכח זיהום,טרם נבדק,,,20.06.2021
188818,666367,6375,253,"פז, פתח תקווה",4178,זבוטינסקי 6,,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,הוכח זיהום,טרם נבדק,,,20.06.2021
184340,669268,6623,678,"כיסופים 19
",8019,כיסופים 19,,-,-,טרם נבדק,הוכח זיהום,טרם נבדק,,,20.06.2021
176120,658888,7122,120,"תחנת קוממיות בת ים
",8018,קוממיות 28,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,הוכח זיהום,טרם נבדק,,,20.06.2021
258478,791858,13292,13,אברך הגושרים,44239,הגושרים,,תחנת תדלוק,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,20.06.2021
190482,667655, 6355 ,727,"מורגן
",8016,"גליס פינת ירקונים פ""ת ",,-,"נסתיימה סקירה, אין צורך בשיקום, יצא מכתב NFA",טרם נבדק,הוכח זיהום,טרם נבדק,,,20.06.2021
178314,662808,7083,78,"מסילת וולפסון 34
",8012,מסילת וולפסון 34,,אחר,-,טרם נבדק,הוכח זיהום,טרם נבדק,,,20.06.2021
209600,753570,18756,33,מילובן חלקה 33,7472,כפר מסריק,,אחר,בשיקום,טרם נבדק,הוכח זיהום,טרם נבדק,,,20.06.2021
176408,642366,5167,24,ביילסול - שער יבנה,177989,"העצמאות 1, יבנה",,תחנת תדלוק,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,06.06.2021
210294,753970,18071,2,בריכות מילומור (שמן),7507,א.ת. מילואות,,אחר,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,16.06.2021
181950,665515,6128,243,מצפה 5,7500,מצפה 5 רמת גן,,אחר,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,13.06.2021
197274,741673,10726,91,סטארקיסט,7499,קרן היסוד 1 טירת כרמל,,אחר,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,14.06.2021
182923,666579,6204,"302, 303","המקור 4-6, ר""ג",7497,המקור 4-6 רמת גן,,אחר,"נסתיימה סקירה, אין צורך בשיקום, יצא מכתב NFA",טרם נבדק,הוכח זיהום,טרם נבדק,2012,,13.06.2021
196847,691095,8130,31,פז תנובות,4035,תנובות,,תחנת תדלוק,לפני סקירה,חפירה וסילוק,------,------,,,2021
208470,756145,18041,113,ש.לרנר,7492,המוסכים 4 עכו,,אחר,בשיקום,טרם נבדק,הוכח זיהום,טרם נבדק,2012,,05.10.2021
182371,664191,6161,252,שדה בוקר 25-27,7491,שדה בוקר 25-27,,-,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,2014,,19.05.2021
183560,666487,6196,146,דור אנרגיה ארגמן,138667,ז'בוטינסקי 5,,תחנת תדלוק,-,חקירה וסילוק,הוכח זיהום,טרם נבדק,2012,,2021
178638,662948,7232,69,"דלק, מגשימים",4192,מושב מגשימים,,תחנת תדלוק,לקראת שיקום,חקירה וסילוק,נבדק ולא נמצא זיהום,לא,2013,,2021
182092,657995,6788\6783,3-6\29,ח-547 - חיבור רחוב המרכבה לדרך 44,6244,חיבור רחוב המרכבה לדרך 44,,אחר,שוקם ויצא מכתב NFA,-,------,------,,,2021
180616,644643,3654,12,דלק פרנס רחובות,166565,דרך הים 12,,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,לא,2003,,2021
219551,572922,100255,13,אגד ערד,7387,התעשייה,,תחנת תדלוק,חקירה,חקירה וסילוק,הוכח זיהום,טרם נבדק,2010,,2021
180538,668614,,,"תחנת רמת אביב (מספר 1) בע""מ",106389,דרך נמיר מרדכי 170,,תחנת תדלוק,בשיקום,שאיבת עדשה,הוכח זיהום,טרם נבדק,2010,,2021
177600,594591,100270,51,פז בית קמה,1050,צומת קמה,,תחנת תדלוק,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,2011,,2021
209867,746402,11008,"72,73",תחנת דלק קרית אתא סונול ,2143,כביש קרית אתא,,תחנת תדלוק,חקירה,-,------,------,,,2021
245426,714579,22883,63,תחנת דלק- דלק שדה נחום,5210,שדה נחום,,תחנת תדלוק,"שוקם, ללא NFA",BV,הוכח זיהום,לא,2008,,2021
184043,680807,6681,194,תחנת דלק- קיבוץ שפיים,83510,שפיים,,תחנת תדלוק,"נסתיימה סקירה, אין כרגע צורך בשיקום, ללא מכתב NFA",חפירה וסילוק,הוכח זיהום,טרם נבדק,,,2021
202717,704820,8712,2,"תחנת דלק מצר, דלק",2191,צומת מצר,,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,הוכח זיהום,טרם נבדק,2010,,2021
194378,680622,,,יונה אברך רמת הכובש,4080,רמת הכובש (פנימית  נצ מרכז יישוב),,תחנת תדלוק,לפני סקירה,-,------,------,,,2021
190175,673475,6456,201,"פז, הוד השרון",4116,דרך רמתים,,תחנת תדלוק,בשיקום,לא נדרש,------,------,,,2021
217320,722196,20390,62,תחנת דלק- פז היוגב,5016,"על כביש 66, בכניסה לישוב היוגב",,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,------,לא,2010,,2021
179164,629238,2603,9,פז ברורים,1057,כביש 40 בין צומת מסמיה וצומת אחים (ליד קרית מלאכי),,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,לא נבדק ויש חשד,לא,2013,,2021
184635,674592,6593,22,תחנת דלק פז אשל,192618,כביש החוף,,תחנת תדלוק,בשיקום,טרם נבדק,נבדק ולא נמצא זיהום,טרם נבדק,2010,,2021
182365,662892,6156,501,תחנת דלק פז אלוף שדה,81007,אלוף שדה 17,,תחנת תדלוק,בשיקום,חפירה וסילוק,הוכח זיהום,לא,2010,,2021
187208,696336,8315,"29, 33",תחנת דלק סונול-חבצלת השרון,146506,חבצלת השרון,,תחנת תדלוק,"שוקם, ללא NFA",אין צורך בטיפול,נבדק ולא נמצא זיהום,לא,2003,,2021
177935,662867,,,תחנת דלק סונול רחוב אילת,191506,אילת 45,,תחנת תדלוק,בשיקום,טרם נבדק,הוכח זיהום,טרם נבדק,2011,,2021
227256,724222,167070,97,תחנת דלק- סונול עפולה עיר (מרכז) ,5025,"רחוב חטיבה תשע 20 , עפולה",,תחנת תדלוק,לקראת שיקום,חפירה וסילוק,------,------,,,2021
168270,631890,181,6,סונול עד הלום,1126,שד' משה סנה,,תחנת תדלוק,חקירה,טרם נבדק,הוכח זיהום,------,,,2021
186631,670999,6806,4,ת.ד  סונול המרכבה 35,6300,המרכבה 35,,תחנת תדלוק,בשיקום,חקירה וסילוק,נבדק ולא נמצא זיהום,טרם נבדק,2012,,2021
191633,544525,-,-,סונול ירוחם,1083,"כביש 204, ביציאה מירוחם",,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,הוכח זיהום,לא,2013,,2021
253900,772330,13987,30,תחנת דלק- סונול יסוד המעלה,5187,"מזרחית לצומת יסוד המעלה, על כביש 90",,תחנת תדלוק,"שוקם, ללא NFA",אין צורך בטיפול,הוכח זיהום,טרם נבדק,,,2021
228166,733838,16521,9,תחנת דלק- סונול נצרת- בוסתאן 2,5055,רחוב תופיק זיאד נצרת,,תחנת תדלוק,"נסתיימה סקירה, אין צורך בשיקום, יצא מכתב NFA",אחר,------,לא,2012,,2021
215600,668311,,,"סונול,  אשל השומרון",4138,כביש חוצה שומרון. כניסה לאריאל,,תחנת תדלוק,"שוקם, ללא NFA",SVE,הוכח זיהום,לא,01/01/2009,,2021
180811,665238,,,תחנת דלק- סונול איילון,141162,תל אביב,,תחנת תדלוק,בשיקום,-,------,------,,,2021
175755,657147,7122,77,סונול קוממיות ,197534,הקוממיות 3,,תחנת תדלוק,"שוקם, ללא NFA",BV,הוכח זיהום,------,,,2021
209387,711362,12157,32,"תחנת דלק ערערה, סונול",2164,כביש מס' 65 ואדי ערה,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,הוכח זיהום,לא,2007,,2021
191826,705260,10019,26,"תחנת דלק חדרה, סונול",2160,כביש 4- צומת האלופים,,תחנת תדלוק,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,2013,,2021
228204,733794,16523,21,תחנת דלק- סונול נצרת- בוסתאן 1,5054,רחוב תופיק זיאד נצרת,,תחנת תדלוק,לקראת שיקום,חפירה וסילוק,נבדק ולא נמצא זיהום,לא,2011,,2021
193640,386016,40087,23,תחנת דלק מצפה אילת,179908,"רחוב יהל, אילת",,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,------,------,,,2021
200536,743789,11190,13,"תחנת דלק מצה, דלק",2194,כביש רופין  ליד הגראנד קניון,,תחנת תדלוק,"שוקם, ללא NFA",חקירה וסילוק,הוכח זיהום,לא,2020,,2021
162074,592739,39573,38,"תחנת דלק מנטה קמעונאות דרכים
 ",233817,שד' ירושלים ,,תחנת תדלוק,בשיקום,טרם נבדק,הוכח זיהום,לא,2007,,2021
209000,769200,18209,388,תחנת דלק- דלק חוף הדקל,5178,"רחוב העלייה , חוף דקל, נהריה",,תחנת תדלוק,"שוקם, ללא NFA",חפירה וסילוק,הוכח זיהום,לא,2012,,2021
182516,662314,967,6143,דלק יזראמקס,189384,שלם 1,,תחנת תדלוק,בשיקום,חפירה וסילוק,הוכח זיהום,לא,2013,,2021
187026,666535,6393,14,"פז, געש",4171,זבוטינסקי 63,,תחנת תדלוק,בשיקום,טרם נבדק,------,------,,,2021
204225,744435,11661,35,"תחנת דלק הקישון, דלק",2195,"הסתדרות 88, חיפה",,תחנת תדלוק,לקראת שיקום,לא נדרש,הוכח זיהום,לא,2010,,2021
181025,658775,6780,24,ת.ד. דלק צבי,6306,הפלד 20,,תחנת תדלוק,בשיקום,חפירה וסילוק,הוכח זיהום,לא,2006,,2021
266069,742837,לא מוסדר,19,תחנה פנימית,166426,קיבוץ אפיק,,אחר,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,2011,,10.05.2021
197757,709496,10102,57,"תחנת דלק פרדס חנה דרך הנדיב, דור אלון",2223,דרך הנדיב פרדס חנה 37000,,תחנת תדלוק,בשיקום,-,הוכח זיהום,כן,2008,,2021
192800,581634,10011,16,דלק אברהם מיתר,1049,"כביש 60 ,3.5 ק''מ צפ' לצ.שוקת בכניסה למיתר",,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,לא נבדק ואין חשד,טרם נבדק,2007,,2021
167361,634101,,,תחנת דלק אשדוד העיר,161760,שד בני ברית,,תחנת תדלוק,הוגש מנגנון תעדוף לבדיקה,SVE,הוכח זיהום,לא,2010,,2021
249966,762289,13520,1,תחנת דלק- דור אלון מעלה צפת,5145,"כביש ישן בין ראש פינה לצפת, בכניסה לשכונת נוף כנרת",,תחנת תדלוק,"נסתיימה סקירה, אין כרגע צורך בשיקום, ללא מכתב NFA",חקירה וסילוק,------,------,,,2021
218570,503326,39045,4,דלק עין יהב,1037,"דרך הערבה, ליד מושב עין יהב",,תחנת תדלוק,"שוקם, ללא NFA","SVE, BV",הוכח זיהום,טרם נבדק,2007,,2021
217424,719557,20288,30,תחנת דלק- דלק מגידו,5013,"כביש 65 , לכיוון דרום מערב, כ 1 ק""מ דרום- מערב לצומת מגידו",,תחנת תדלוק,"שוקם, ללא NFA",-,------,------,,,2021
194588,666728,4271,163,"סונול, אבן העזר",4168,שדרות שלמה המלך 1,,תחנת תדלוק,לקראת שיקום,לא נדרש,הוכח זיהום,טרם נבדק,2012,,2021
198897,748195,אין,אין,"תחנת דלק פינת בת גלים, סונול",2167,"דרך יפו, חיפה",,תחנת תדלוק,בשיקום,-,------,------,,,2021
223467,731291,,,סונול מגדל העמק /מפגש בלפור,44524,מגדל העמק,,תחנת תדלוק,חקירה,לא נדרש,לא נבדק ויש חשד,טרם נבדק,2005,,2021
191839,704661,10042,124,"תחנת דלק אדגו, דלק",2206,זלמן שזר 1 חדרה,,תחנת תדלוק,בשיקום,לא נדרש,הוכח זיהום,טרם נבדק,,,2021
206004,748101,11573,5,"תחנת דלק קרית חיים, דלק",2186,שדרות דגניה 5,,תחנת תדלוק,שוקם ויצא מכתב NFA,אין צורך בטיפול,הוכח זיהום,לא,,,2021
189826,612804,34200,9,דלק בית גוברין,1015,"כביש 35, כק''מ מצומת נחושה,ע''י בית גוברין",,תחנת תדלוק,שוקם ויצא מכתב NFA,חפירה וסילוק,נבדק ולא נמצא זיהום,לא,2010,,2021
202600,742980,11202,1,"תחנת דלק נווה שאנן  שר, סונול פרטי",2176,כביש דורי - נווה שאנן,,תחנת תדלוק,"שוקם, ללא NFA",לא נדרש,------,------,,,2021
190640,692225,8216,17,"פז, בית יצחק",4023,כביש נתניה-בית ליד,,תחנת תדלוק,חקירה,טרם נבדק,הוכח זיהום,לא,2004,,2021
189175,677950,7657,135,"פז, נופר",4087,"רח' הנופר, א.ת רעננה",,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,הוכח זיהום,טרם נבדק,2012,,2021
185563,665433,6189,710,פז אורלי,4186,כביש גהה. גבעת שמואל,,תחנת תדלוק,לקראת שיקום,-,הוכח זיהום,טרם נבדק,2006,,2021
206266,711576,12156,"59,60",תחנת דלק גיא עירון פז,2135,כביש חדרה (כביש 65) מגידו ליד כפר קרע,,תחנת תדלוק,"שוקם, ללא NFA",לא נדרש,הוכח זיהום,לא,2009,,2021
221159,631387,31349,4,פז המלך דוד,3119,דוד המלך/אמיל בוטה,,תחנת תדלוק,שוקם ויצא מכתב NFA,SVE,הוכח זיהום,טרם נבדק,2011,,2021
200044,685106,7840,42,נחל אברך,7482,צמוד לכביש 444,,אחר,בשיקום,אין צורך בטיפול,הוכח זיהום,לא,2010,,05.03.2021
200184,746354,אין,אין,תחנת דלק הדר כרמל פז,2113,רח' החלוץ 25,,תחנת תדלוק,"שוקם, ללא NFA",חקירה וסילוק,הוכח זיהום,לא,2008,,2021
226206,758874,18969,37,תחנת דלק- פז בעינה,5133,בכניסה לכפר בעינה.,,תחנת תדלוק,שוקם ויצא מכתב NFA,חפירה וסילוק,לא נבדק ויש חשד,לא,2011,,2021
221673,638145,אין,אין,פז בית חנינה,3111,בית חנינה החדשה ,,תחנת תדלוק,חקירה,SVE,לא נבדק ויש חשד,טרם נבדק,2010,,2021
145930,577973,100277,17,פז אשכול,1097,"כביש מגן-מבטחים, ליד הכניסה לעין בשור",,תחנת תדלוק,הוגש מנגנון תעדוף לבדיקה,טרם נבדק,------,------,,,2021
224762,722789,16670,"26, 71","פ. מ. אל אנרגיה בע""מ - צומת מחנה עמוס",62731,עפולה,,תחנת תדלוק,חקירה,לא נדרש,הוכח זיהום,טרם נבדק,2014,,2021
228568,758699,19158,4,ספרינט מוטורס כרמאיל,174056,החרושת 1,,תחנת תדלוק,"שוקם, ללא NFA",לא נדרש,------,------,,,2021
237475,717689,23121,88,תחנת דלק- סונול גלבוע,5010,"צומת תל יוסף, דרומית לכביש 71",,תחנת תדלוק,"שוקם, ללא NFA",לא נדרש,------,------,,,2021
162202,618815,1216,113,סונול אשקלון דרום,1106,צומת אשקלון,,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,------,------,,,2021
245805,705490,23013,6,תחנת דלק- סונול שדה תרומות,5000,כביש 90 בכניסה למושב שדי תרומות,,תחנת תדלוק,שוקם ויצא מכתב NFA,-,הוכח זיהום,------,,,2021
218507,636232,30869,11,סונול רמות אלון,3106,"רח' מעלות כיסופים 1, ירושלים ",,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,הוכח זיהום,טרם נבדק,,,2021
242976,634274,,,סונול אלמוג,3095,צומת אלמוג,,תחנת תדלוק,"נסתיימה סקירה, אין כרגע צורך בשיקום, ללא מכתב NFA",שאיבת עדשה,הוכח זיהום,טרם נבדק,2013,,2021
195493,735345,10529,1,"תחנת דלק עתלית, סונול",2149,"צומת מחנה המעפילים, עתלית",,תחנת תדלוק,"שוקם, ללא NFA",חקירה וסילוק,------,------,,,2021
207694,758902,18006,41,תחנת דלק- סונול עכו,5135,"בדרך הארבעה 22 , עכו.",,תחנת תדלוק,"נסתיימה סקירה, אין כרגע צורך בשיקום, ללא מכתב NFA",טרם נבדק,הוכח זיהום,טרם נבדק,2014,,2021
211552,728785,11104,31,תחנת דלק- סונול עוקף יקנעם,5036,כביש עוקף יוקנעם )מספר 66 ( לפני קיבוץ הזורע.,,תחנת תדלוק,לקראת שיקום,לא נדרש,------,------,,,2021
209200,765925,18133,41,תחנת דלק- סונול נהריה,5164,כביש 4 בסמוך לשכונת עין שרה בנהריה,,תחנת תדלוק,"נסתיימה סקירה, אין כרגע צורך בשיקום, ללא מכתב NFA",חפירה וסילוק,הוכח זיהום,לא,2012,,2021
217646,631686,30161,"239, 240",סונול סמדר  ירושלים,3104,"רח' תרצה, ירושלים",,תחנת תדלוק,בשיקום,-,הוכח זיהום,------,,,2021
171172,622814,2907,25,סונול משואות יצחק,1055,"כביש 3, מושב משואות יצחק",,תחנת תדלוק,"נסתיימה סקירה, אין צורך בשיקום, יצא מכתב NFA",-,------,------,,,2021
225105,663400,-,-,סונול מפגש עלי,3103,כביש 60 (בסמוך לכניסה לעלי),,תחנת תדלוק,שוקם ויצא מכתב NFA,לא נדרש,הוכח זיהום,טרם נבדק,2012,,2021
224200,745600,17562,27,תחנת דלק- סונול כפר מנדא,5091,"בכניסה לכפר מנדא, בכביש ראמז בושניק",,תחנת תדלוק,"נסתיימה סקירה, אין כרגע צורך בשיקום, ללא מכתב NFA",לא נדרש,הוכח זיהום,טרם נבדק,2012,,2021
237221,664232,,,סונול א.ת בכניסה למעלה אפרים,4188,סונול אזור תעשייה,,תחנת תדלוק,שוקם ויצא מכתב NFA,לא נדרש,הוכח זיהום,לא,2010,,2021
186935,692771,8266,42,"סונול, לחובר נתניה",4019,הרצל 37,,תחנת תדלוק,בשיקום,לא נדרש,הוכח זיהום,טרם נבדק,2011,,2021
181478,652561,3934,19,סונול ראשון העיר ברניצקי,189610,הרצל 62,,תחנת תדלוק,בשיקום,לא נדרש,הוכח זיהום,לא,2008,,2021
201055,745877,10874,"106, 109","תחנת דלק תחבורת חיפה, סונול",2148,"חטיבת גולני 44, חיפה",,תחנת תדלוק,בשיקום,-,הוכח זיהום,------,05/04/2020,,2021
187701,691972,8234,104,"סונול - ספרינט, צומת השרון",4027,כביש תל-אביב- נתניה. מתחת לגשר. כביש 2,,תחנת תדלוק,בשיקום,חפירה וסילוק,הוכח זיהום,לא,2012,,2021
176540,655408,5033,61,"סונול, שלי - ראשון לציון",4206,ספיר 2 פינת משה דיין אזור תעשיה,,תחנת תדלוק,שוקם ויצא מכתב NFA,חפירה וסילוק,נבדק ולא נמצא זיהום,לא,2008,,2021
178114,573570,38118,1,סונול מצדה,1092,דרך מצדה באר שבע,,תחנת תדלוק,לקראת שיקום,חפירה וסילוק,נבדק ולא נמצא זיהום,לא,2006,,2021
187339,690088,8243,102,"סונול, מפגש אמיתי",4040,כביש החוף נתניה - תל-אביב,,תחנת תדלוק,"שוקם, ללא NFA",לא נדרש,הוכח זיהום,טרם נבדק,2011,,2021
254644,779624,13349,8,מנפטה,7483,אגמון,,-,בשיקום,טרם נבדק,הוכח זיהום,טרם נבדק,,,04.05.2021
185821,675936,6664,71,סונול אילוש (הרצליה),148245,הבריגדה היהודית 99,,תחנת תדלוק,לקראת שיקום,לא נדרש,הוכח זיהום,לא,2011,,2021
201001,741646,11264,203,"תחנת דלק דניה, סונול",2158,"דרך אבו חושי 99, חיפה",,תחנת תדלוק,"שוקם, ללא NFA",טרם נבדק,------,------,,,2021
186802,666461,6393,"18,237",רמת סיב,7478,השחם 6 פתח תקווה,,אחר,חקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,09.05.2021
277092,764905,201000,10,אברך קשת,242248,קשת,,תחנת תדלוק,"שוקם, ללא NFA",-,------,------,,,2021
182232,674450,6420,49,בית מור,6171,משכית 26,,-,-,-,הוכח זיהום,------,,,2015
186079,667221,6640,157,בית תדיראן,7234,מאטין גהל 1,,אחר,בסקירה,טרם נבדק,הוכח זיהום,טרם נבדק,,,2020
224686,765806,18718,28,דלק יאנוח,192346,יאנוח-ג'ת,,תחנת תדלוק,חקירה,אין צורך בטיפול,הוכח זיהום,לא,2011,,2021
238057,751833,15629,26,סונול מג'אר / צלמון,182076,מגאר,,תחנת תדלוק,בסקירה,-,------,------,,,2021
179372,643910,3652,108,דלק קרית משה,185828,רח' היצירה  4,,תחנת תדלוק,בשיקום,אחר,הוכח זיהום,לא,2009,,2021
216618,752223,18551,20,דלק תמרה החדשה,158818,תמרה,,תחנת תדלוק,"שוקם, ללא NFA",חקירה וסילוק,הוכח זיהום,------,,,2021
169651,637936,2028,7,דלק צ'ימבליסטה,324926,המדע 7,,תחנת תדלוק,לא נדרש,חפירה וסילוק,הוכח זיהום,לא,2006,,2021
171789,636225,986,7,דור בני דרום,189611,בני דרום,,תחנת תדלוק,"שוקם, ללא NFA",אין צורך בטיפול,לא נבדק ויש חשד,לא,2010,,2021
256988,790465,13126,54,אברך בית הלל,231043,בית הלל,,תחנת תדלוק,לקראת שיקום,טרם נבדק,הוכח זיהום,לא,אין דרישה,,2021
209460,770361,18206,"115, 116",מצברי תעשיה גורן,5181,אזור תעשיה צפוני גורן,,כימית,שוקם ויצא מכתב NFA,-,הוכח זיהום,------,,17/09/2017,2014
253491,788677,13151,5,"תחנת דלק- סונול ""גליל עליון"" קרית שמונה ",5198,בכניסה לאזור התעשייה הדרומי של קרית שמונה,,תחנת תדלוק,בשיקום,SVE,הוכח זיהום,טרם נבדק,2008,,2021
208095,760157,18022,9,תחנת דלק- פז עכו צפון,5141,"כביש 8501 , בכניסה הצפונית לעכו.",,תחנת תדלוק,שוקם ויצא מכתב NFA,חפירה וסילוק,הוכח זיהום,לא,2008,,2014
223012,634219,30655,60,דלק הגבעה הצרפתית,3067,"החי""ל פינת לוחמי הגטאות",,תחנת תדלוק,חקירה,טרם נבדק,לא נבדק ויש חשד,לא,2020,,2021
208435,755807,10412,41,מתחם מכולות שפיר עכו,7471,"הרכבת, עכו",,אחר,בשיקום,טרם נבדק,הוכח זיהום,טרם נבדק,,,09.03.2021
191132,685403,7797,335,בני דרור – מתאר 2020,7469,מושב בני דרור,,תחנת תדלוק,בסקירה,-,לא נבדק ויש חשד,------,08/03/2020,,2021
186588,666784,6367,128,סונול גיסין 63,4165,גיסין מספר 63,,תחנת תדלוק,חקירה,חקירה וסילוק,הוכח זיהום,לא,2008,,2021
246715,763333,13080,24,תחנת דלק- סונול צפת ביריה (כנען),5147,"דרך העצמאות, מבואות צפת",,תחנת תדלוק,לקראת שיקום,טרם נבדק,הוכח זיהום,לא,אין דרישה,,2021
248100,748261,15520,173,"סונול ישראל בע""מ - צומת מנגו",176143,מגדל,,תחנת תדלוק,חקירה,חקירה וסילוק,הוכח זיהום,לא,אין דרישה,,2021
271740,795560,אין ,אין,תחנת דלק- סונול פסגות חרמון,5207,"מג'דל שמס, רמת הגולן",,תחנת תדלוק,שוקם ויצא מכתב NFA,טרם נבדק,הוכח זיהום,לא,2008,,2021
230040,725490,16727,69,תחנת דלק- סונול עפולה עילית,5027,אזור התעשיה עפולה עילית,,תחנת תדלוק,חקירה,טרם נבדק,הוכח זיהום,לא,2010,,2021
228347,723736,16702,1,"סונול ישראל בע""מ - עפולה אזור תעשיה מזרח",111827,כורש,,תחנת תדלוק,בשיקום,חפירה וסילוק,הוכח זיהום,------,18/05/2020,,2021
211450,757900,18053,13,תחנת דלק- סונול מפגש מכר,5125,"כביש 85 מזרח, כ-2 ק""מ מזרחית למחלף עכו מזרח.",,תחנת תדלוק,"שוקם, ללא NFA",חקירה וסילוק,לא נבדק ויש חשד,לא,אין דרישה,,2021
227770,733680,16520,23,תחנת דלק- סונול נצרת עיר,5053,"רחוב פאולוס השישי 54 , נצרת",,תחנת תדלוק,לקראת שיקום,-,------,------,,,2021
187067,687393,3471,15,"סונול, גחבורי ישראל 42, נתניה",4052,גיבורי ישראל 42,,תחנת תדלוק,חקירה,-,------,------,,,2021
247340,713240,22889,55,תחנת דלק- סונול בית שאן (א.ת. צפוני),5006,אזור התעשייה הצפוני בית שאן,,תחנת תדלוק,לקראת שיקום,-,------,------,,,2021
241800,713068,23151,148,תחנת דלק- סונול בית אלפא,5005,בצומת הכבישים 669 ו 6666- סמוך לקיבוץ בית אלפא.,,תחנת תדלוק,"שוקם, ללא NFA",-,------,------,,,2021
180289,576464,-,-,סונול הדס,1096,דרך הנשיאים,,תחנת תדלוק,שוקם ויצא מכתב NFA,SVE,הוכח זיהום,טרם נבדק,2011,,2021
200140,747273,,," 
סונול ישראל - סמטת עזה",146845,סמ עזה 2,,תחנת תדלוק,שוקם ויצא מכתב NFA,-,הוכח זיהום,לא,2011,,2021
209807,625287,29860,22,סונול יער ביתר,3100,כניסה למבוא ביתר,,תחנת תדלוק,חקירה,-,הוכח זיהום,לא,2014,,2021
206094,740104,11383,6,"תחנת דלק יגור, סונול",2163,כביש נשר יגור 752,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,כן,2001,,2021
170541,617267,2801,3,סונול שדה יואב,1054,ליד קיבוץ שדה יואב,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,טרם נבדק,2008,,2021
194985,385571,40030,18,סונול חוף אלמוג,142421,"דרך מצרים, חוף דרומי",,תחנת תדלוק,לקראת שיקום,-,הוכח זיהום,טרם נבדק,2008,,2021
200082,744101,11189,134135,"תחנת דלק ורדיה חיפה, סונול",2146,מחלף רופין  שמשון,,תחנת תדלוק,שוקם ויצא מכתב NFA,-,הוכח זיהום,כן,2003,,2021
200120,746439,אין,אין,"תחנת דלק הדר, סונול",2150,רחוב החלוץ 17,,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,טרם נבדק,2007,,2021
218898,633046,30235,359,סונול הבירה,3097,"שדרות ויצמן 1, רוממה",,תחנת תדלוק,"שוקם, ללא NFA",-,הוכח זיהום,כן,2004,,2021
